Class,Student ID,Score
2,1075,34
1,1024,4
2,1072,15
1,1018,27
1,1027,15
1,1002,69
2,1093,48
2,1054,52
1,1032,56
2,1100,45
1,1009,25
1,1013,21
2,1058,89
1,1037,86
1,1004,36
2,1082,40
1,1013,79
2,1076,63
2,1059,80
2,1067,28
1,1012,51
1,1039,63
1,1039,31
2,1064,81
2,1087,54
2,1077,47
2,1070,92
1,1046,72
2,1092,0
1,1019,40
2,1072,70
1,1022,38
1,1022,51
2,1098,11
2,1086,71
1,1011,19
1,1015,1
1,1035,28
2,1097,97
2,1096,29
2,1059,28
2,1083,8
1,1012,35
1,1016,100
2,1070,80
1,1034,99
1,1012,54
2,1065,80
1,1047,1
1,1008,63
2,1055,9
1,1029,46
1,1039,48
2,1083,35
1,1049,52
1,1038,62
2,1057,98
1,1009,54
1,1022,80
2,1060,79
2,1070,100
1,1024,63
1,1017,16
2,1073,8
1,1017,4
2,1056,52
1,1045,96
2,1095,6
2,1095,65
1,1019,3
1,1044,2
1,1007,63
1,1001,27
1,1018,61
2,1094,14
2,1088,61
2,1051,68
2,1092,5
1,1021,8
2,1055,44
1,1007,34
1,1011,34
2,1051,60
2,1061,71
2,1065,38
2,1062,7
1,1025,28
2,1067,4
2,1081,44
2,1056,60
1,1023,43
1,1050,52
2,1080,26
1,1019,48
2,1057,69
2,1073,17
2,1086,35
1,1038,73
2,1068,69
1,1027,14
1,1010,22
1,1047,30
2,1069,55
1,1022,84
2,1093,40
2,1078,71
2,1082,76
2,1072,13
1,1029,15
1,1019,16
2,1080,35
1,1025,40
2,1095,88
2,1061,21
2,1068,70
2,1069,21
2,1100,21
1,1027,87
2,1077,42
1,1021,50
1,1001,4
1,1039,70
2,1098,0
2,1062,13
1,1038,43
1,1021,36
2,1068,89
2,1087,7
2,1089,30
1,1030,2
2,1086,93
2,1076,59
1,1027,31
2,1075,9
2,1087,93
2,1095,50
1,1026,6
2,1083,5
2,1052,23
1,1029,90
1,1001,21
1,1030,75
1,1039,18
1,1001,61
1,1037,94
1,1002,98
1,1022,57
2,1100,59
1,1001,42
1,1017,3
1,1013,100
1,1012,9
2,1076,76
1,1047,1
2,1089,72
2,1091,37
2,1080,40
2,1072,5
2,1069,18
2,1095,40
1,1011,50
2,1056,12
2,1095,16
1,1030,34
1,1005,37
1,1049,45
1,1028,16
1,1030,76
1,1012,6
2,1051,90
1,1017,56
1,1008,23
2,1051,46
1,1028,6
2,1076,80
1,1049,73
1,1028,77
1,1020,7
1,1025,96
1,1040,75
1,1042,83
1,1029,13
1,1044,38
1,1013,58
2,1057,15
2,1051,49
1,1013,30
1,1046,79
1,1025,93
1,1049,73
2,1091,8
2,1062,25
1,1003,12
1,1010,54
1,1035,65
2,1058,66
1,1028,27
2,1069,46
2,1065,86
1,1021,18
2,1099,62
2,1065,66
2,1096,94
2,1084,14
2,1084,62
1,1007,32
2,1077,88
1,1015,85
2,1089,76
2,1055,50
2,1058,97
1,1038,90
1,1005,95
2,1077,8
1,1029,5
2,1076,17
2,1054,70
1,1030,56
1,1017,98
1,1004,51
1,1011,33
2,1061,59
1,1014,14
2,1085,17
2,1064,74
1,1031,72
2,1082,76
2,1075,7
1,1028,0
1,1031,45
1,1028,55
2,1053,44
1,1004,8
2,1071,84
1,1012,7
1,1031,89
1,1038,63
1,1048,4
2,1053,47
1,1036,75
1,1025,19
2,1066,5
2,1069,91
2,1082,9
2,1093,6
1,1014,96
1,1027,32
2,1053,21
2,1056,82
1,1023,3
2,1086,49
2,1057,97
1,1043,4
2,1085,69
1,1033,93
1,1001,95
1,1013,27
1,1030,76
2,1078,100
1,1009,86
1,1035,98
1,1015,69
1,1024,46
1,1012,80
1,1011,34
2,1098,10
2,1084,16
1,1032,50
1,1017,50
2,1096,95
1,1027,2
1,1034,23
2,1080,65
1,1022,9
2,1084,21
1,1014,42
1,1005,35
2,1063,90
2,1094,83
1,1034,36
2,1057,57
1,1039,100
2,1084,75
2,1061,58
2,1051,80
2,1064,92
1,1035,34
1,1047,16
1,1019,17
1,1002,16
2,1080,3
2,1057,85
1,1029,21
1,1038,91
2,1084,76
2,1056,48
2,1053,47
1,1022,0
2,1065,19
1,1023,87
2,1080,89
1,1029,84
2,1072,53
2,1062,59
2,1088,44
2,1093,59
2,1051,25
1,1011,80
1,1042,84
2,1075,21
1,1001,93
2,1062,64
1,1040,0
2,1066,29
2,1073,18
2,1074,96
2,1065,97
2,1063,9
2,1093,69
1,1003,73
2,1082,84
2,1058,18
2,1079,100
2,1091,47
2,1095,72
1,1010,42
1,1021,45
2,1082,38
1,1033,56
1,1026,82
1,1021,79
1,1024,18
2,1095,72
1,1023,42
1,1011,46
2,1098,48
2,1091,35
1,1019,62
1,1024,76
2,1063,65
2,1062,42
2,1057,13
1,1034,19
2,1053,39
2,1096,65
1,1008,51
1,1012,19
2,1052,16
2,1066,61
1,1050,73
1,1039,99
1,1007,53
1,1022,3
2,1098,65
1,1050,27
2,1059,15
2,1092,25
2,1051,20
2,1061,59
1,1017,42
2,1065,89
1,1038,61
2,1100,33
2,1094,52
1,1031,40
2,1061,46
1,1021,68
1,1001,92
2,1078,18
2,1056,60
1,1012,47
2,1053,93
1,1023,34
1,1044,60
2,1099,41
1,1045,33
2,1071,23
1,1026,99
2,1067,43
2,1059,47
2,1097,83
2,1089,41
2,1061,67
1,1043,92
1,1045,61
2,1074,23
2,1063,67
2,1095,96
2,1084,25
2,1083,100
1,1021,75
1,1021,96
2,1097,12
1,1014,93
1,1043,35
2,1051,77
1,1032,12
1,1018,23
2,1053,76
2,1052,49
2,1079,92
2,1084,46
2,1096,11
2,1068,19
1,1001,83
2,1092,58
2,1075,43
2,1055,65
1,1019,60
2,1072,69
2,1067,86
1,1046,57
1,1019,49
2,1061,91
1,1012,34
2,1093,33
1,1003,92
1,1039,96
2,1090,7
2,1090,86
1,1014,33
1,1006,87
2,1087,68
2,1073,41
1,1043,20
1,1046,26
1,1026,64
1,1010,90
1,1042,3
1,1034,1
2,1077,17
1,1025,26
2,1080,36
1,1030,45
2,1076,9
1,1016,48
1,1010,64
1,1026,84
2,1084,34
2,1074,13
1,1030,73
2,1085,5
2,1062,56
2,1098,21
2,1063,15
1,1017,18
1,1044,100
1,1034,89
2,1094,84
2,1093,93
2,1076,22
2,1070,45
2,1072,56
2,1061,71
1,1022,18
1,1044,83
2,1056,86
1,1029,45
2,1092,13
1,1018,36
2,1091,2
1,1015,34
2,1076,72
2,1096,85
2,1070,28
2,1096,50
1,1036,37
1,1031,79
1,1008,2
2,1064,26
1,1050,23
2,1084,16
1,1047,67
2,1098,20
1,1008,2
2,1086,19
1,1023,79
1,1015,23
1,1033,41
2,1062,69
1,1040,43
2,1089,99
2,1099,58
1,1047,9
2,1072,48
1,1025,55
2,1053,49
2,1062,90
1,1023,80
1,1014,88
1,1030,45
2,1097,3
2,1087,94
1,1041,34
1,1001,44
2,1097,79
2,1063,45
2,1080,51
1,1025,97
2,1067,66
2,1071,31
1,1029,79
2,1061,100
2,1096,3
2,1072,62
2,1078,59
2,1075,75
2,1083,93
2,1082,67
2,1076,3
1,1029,10
1,1017,90
1,1034,33
2,1069,36
1,1026,8
2,1055,97
2,1058,98
2,1095,27
1,1028,13
1,1028,46
1,1016,7
2,1096,85
1,1020,5
1,1040,37
2,1066,29
1,1008,96
2,1097,43
2,1064,44
2,1061,78
1,1042,54
2,1062,96
1,1036,15
1,1036,49
1,1031,29
1,1044,30
2,1077,77
1,1049,57
1,1039,46
2,1092,91
2,1100,57
1,1011,14
2,1077,62
1,1047,11
2,1091,85
1,1020,66
2,1076,92
2,1085,25
2,1084,68
2,1083,15
2,1076,44
1,1020,42
1,1010,97
2,1076,74
1,1029,8
2,1066,69
1,1019,6
1,1015,38
2,1074,3
1,1033,58
2,1059,25
1,1027,81
1,1023,68
2,1099,34
2,1060,43
2,1089,65
2,1069,3
2,1077,52
1,1043,0
2,1096,9
1,1034,89
2,1060,50
2,1088,81
2,1098,53
1,1009,77
2,1070,60
2,1092,2
1,1023,19
1,1007,38
1,1040,87
1,1035,89
1,1038,33
1,1044,97
1,1037,24
1,1017,65
1,1038,50
1,1015,46
2,1069,60
2,1091,52
2,1087,83
1,1015,65
2,1082,94
1,1043,95
2,1085,13
1,1012,100
2,1060,14
1,1015,66
1,1017,7
1,1002,47
1,1031,13
2,1078,77
1,1016,65
2,1094,73
2,1083,68
2,1090,30
1,1005,11
1,1004,67
1,1034,44
1,1029,99
1,1021,0
2,1096,2
2,1079,74
1,1021,64
1,1049,13
2,1088,63
1,1041,76
1,1044,52
2,1065,67
2,1078,53
1,1017,71
2,1063,64
2,1088,48
2,1095,23
1,1034,15
2,1092,21
1,1007,43
2,1091,35
2,1060,56
2,1095,36
2,1090,83
2,1091,4
1,1008,41
1,1040,18
1,1006,21
1,1044,37
2,1082,6
1,1008,31
1,1009,92
1,1048,18
2,1099,98
1,1006,57
2,1081,59
2,1051,74
2,1093,27
1,1044,21
1,1021,11
2,1094,11
2,1053,6
1,1009,87
2,1088,53
2,1072,38
2,1086,56
1,1041,2
2,1080,13
2,1087,77
2,1099,51
2,1074,100
1,1048,73
1,1044,12
2,1067,39
1,1022,44
1,1030,17
2,1064,14
2,1083,36
2,1075,46
2,1098,29
1,1008,78
1,1031,71
2,1096,54
1,1030,4
2,1076,24
2,1075,43
2,1091,54
2,1066,22
2,1072,85
1,1001,41
2,1087,31
2,1059,0
1,1033,3
1,1017,30
2,1058,47
2,1078,1
1,1034,65
1,1009,15
2,1099,41
1,1041,56
2,1091,11
1,1003,37
1,1017,32
1,1009,29
2,1079,52
1,1033,37
2,1089,36
2,1090,25
1,1031,63
2,1073,64
2,1087,29
1,1040,7
1,1019,71
2,1097,34
2,1051,100
1,1041,31
2,1072,56
1,1045,56
1,1002,32
1,1045,5
1,1047,0
2,1099,97
1,1047,33
1,1040,98
1,1025,35
1,1038,79
2,1069,7
1,1003,25
1,1050,59
2,1100,65
1,1017,15
2,1065,35
1,1028,95
1,1044,0
2,1061,96
1,1012,25
1,1042,73
1,1017,26
2,1078,18
1,1032,0
1,1031,45
1,1040,35
2,1067,28
2,1069,8
2,1076,25
1,1045,93
2,1069,76
1,1049,52
1,1043,67
1,1030,34
2,1073,1
2,1092,21
2,1062,16
1,1033,58
1,1033,2
1,1012,28
1,1034,30
2,1066,71
2,1078,45
2,1055,66
1,1013,8
2,1083,75
1,1008,98
2,1088,57
2,1073,88
2,1086,48
2,1074,5
1,1029,48
1,1023,38
2,1095,69
2,1096,34
1,1043,21
1,1017,50
2,1093,33
2,1098,55
2,1056,70
1,1031,45
1,1017,93
1,1022,57
1,1049,23
2,1075,48
2,1099,40
1,1032,100
1,1019,32
2,1093,81
1,1011,59
2,1100,92
2,1074,64
2,1061,55
1,1037,82
1,1003,55
1,1030,22
2,1100,36
2,1079,31
1,1014,18
1,1030,41
2,1055,31
2,1080,56
1,1032,8
2,1077,70
2,1086,11
1,1022,7
2,1070,12
2,1060,5
1,1024,16
2,1082,28
1,1005,73
1,1040,100
1,1025,46
2,1081,82
1,1030,19
1,1003,66
2,1071,69
1,1001,17
2,1095,31
1,1021,91
2,1060,24
1,1035,31
1,1025,0
2,1059,99
2,1055,99
2,1086,81
2,1053,19
1,1033,17
1,1034,93
1,1013,18
2,1062,34
1,1040,10
2,1077,75
2,1085,7
1,1025,63
2,1082,14
1,1003,97
2,1077,98
2,1085,41
2,1061,5
1,1046,90
2,1100,58
2,1076,72
2,1070,100
2,1100,99
1,1039,84
2,1068,55
2,1051,69
1,1034,99
1,1014,45
1,1039,85
1,1045,73
1,1008,24
1,1045,0
2,1095,28
2,1096,0
1,1047,10
1,1032,58
2,1058,37
2,1065,52
1,1002,82
2,1058,38
2,1087,26
1,1007,9
2,1055,9
1,1046,11
1,1049,55
1,1047,35
1,1028,60
2,1069,18
1,1047,54
1,1043,62
1,1038,40
2,1092,4
2,1082,64
2,1091,82
2,1062,39
1,1047,48
1,1047,28
1,1009,12
1,1033,83
2,1066,57
2,1087,76
2,1053,81
2,1073,34
1,1035,25
2,1056,98
2,1060,4
2,1068,3
2,1073,54
1,1029,25
1,1018,29
2,1076,47
1,1009,23
1,1040,82
2,1065,69
1,1036,93
2,1081,0
1,1046,83
1,1018,84
1,1038,25
2,1053,72
1,1039,7
2,1093,14
2,1081,66
2,1098,80
2,1068,72
2,1058,32
1,1019,2
2,1081,22
2,1054,60
2,1073,80
2,1059,22
2,1060,81
1,1031,78
1,1035,7
2,1080,11
2,1097,71
1,1025,3
1,1026,13
2,1084,84
2,1088,10
2,1073,50
2,1084,77
1,1027,63
2,1095,87
2,1077,49
1,1048,63
2,1053,47
1,1036,51
1,1043,89
1,1018,73
2,1090,85
1,1021,80
1,1050,69
1,1017,37
2,1074,50
2,1052,83
2,1095,2
1,1029,56
1,1025,68
1,1002,47
2,1067,95
2,1091,14
2,1100,30
1,1024,17
2,1058,22
1,1014,1
2,1065,92
1,1042,74
2,1087,72
1,1049,72
1,1030,26
2,1087,22
1,1034,13
1,1007,23
2,1071,9
1,1013,95
1,1032,28
1,1020,30
2,1056,25
2,1090,28
2,1087,44
1,1028,28
2,1077,75
2,1054,67
1,1005,0
1,1005,96
1,1026,43
2,1074,54
1,1047,18
2,1059,43
1,1017,46
1,1007,8
1,1050,72
2,1071,24
1,1037,22
2,1066,43
2,1068,1
1,1027,62
2,1089,45
2,1063,53
1,1011,84
2,1062,76
1,1041,11
1,1031,45
1,1007,36
1,1002,22
1,1044,74
2,1065,62
2,1087,83
1,1046,45
1,1022,47
1,1012,69
1,1011,58
1,1022,49
2,1057,76
1,1032,18
2,1060,27
2,1090,65
1,1009,78
2,1065,84
1,1041,26
1,1031,90
2,1055,8
1,1047,93
2,1096,78
1,1001,70
1,1019,60
1,1001,37
2,1068,84
1,1045,31
1,1042,97
1,1015,71
2,1058,85
1,1024,79
1,1016,52
1,1047,68
2,1082,46
2,1092,55
1,1018,33
1,1026,52
1,1020,34
1,1019,28
1,1028,53
2,1070,29
2,1052,38
2,1097,15
1,1040,4
1,1043,13
2,1090,7
2,1097,43
1,1041,41
1,1015,45
2,1054,51
1,1040,36
2,1093,40
1,1015,16
2,1098,69
2,1074,9
1,1024,17
1,1044,80
1,1039,29
2,1091,35
2,1072,0
1,1048,57
2,1066,100
2,1095,3
2,1052,34
1,1029,80
1,1028,23
1,1044,95
1,1043,28
2,1098,13
1,1034,24
2,1057,56
1,1041,52
2,1063,29
2,1059,92
1,1040,81
1,1044,44
1,1024,82
1,1045,88
1,1049,50
2,1078,48
1,1023,77
