Class,Student ID,Score
1,1027,67
1,1047,32
2,1067,59
2,1063,72
1,1033,16
2,1058,1
1,1042,3
2,1056,64
1,1033,27
2,1054,40
1,1037,23
1,1017,59
2,1056,9
1,1001,72
1,1004,74
1,1037,5
1,1015,44
1,1027,88
2,1078,64
1,1042,67
2,1065,25
1,1003,0
2,1076,53
2,1081,98
1,1016,23
1,1048,21
1,1011,77
1,1032,44
1,1007,97
1,1008,0
1,1016,47
2,1091,34
1,1040,44
1,1031,14
1,1036,58
2,1073,45
1,1046,95
1,1003,88
2,1062,31
2,1052,41
1,1038,45
2,1091,16
1,1040,15
2,1084,88
1,1048,14
2,1067,50
1,1039,9
2,1098,30
1,1036,46
1,1018,7
1,1042,0
1,1030,68
2,1083,36
2,1097,36
1,1036,48
2,1095,80
2,1060,68
1,1046,4
1,1029,59
2,1075,51
2,1088,71
2,1095,73
2,1051,89
1,1004,67
2,1052,21
2,1069,96
2,1080,54
1,1035,65
1,1005,35
2,1052,56
2,1073,9
1,1001,2
2,1059,32
2,1066,62
2,1083,83
1,1020,0
1,1035,52
1,1050,66
2,1067,57
2,1054,90
2,1082,35
1,1046,98
1,1039,85
2,1085,43
2,1100,84
2,1080,27
1,1026,78
1,1012,22
2,1097,18
1,1001,98
1,1035,73
1,1018,68
2,1095,52
2,1061,37
1,1016,84
1,1006,1
1,1020,30
1,1032,35
2,1096,52
2,1100,27
1,1002,34
2,1085,64
1,1021,100
2,1072,21
2,1099,20
1,1046,87
1,1002,39
1,1027,26
2,1079,89
2,1085,72
2,1093,66
1,1035,35
1,1004,9
2,1079,84
2,1093,94
1,1017,45
2,1081,52
2,1095,51
2,1072,82
2,1098,28
1,1023,1
2,1089,89
1,1044,83
1,1035,40
2,1071,93
1,1008,28
2,1100,75
1,1004,86
2,1068,69
1,1028,24
1,1044,100
1,1009,54
2,1074,82
2,1059,65
2,1091,75
1,1049,75
1,1040,29
1,1001,19
1,1047,10
2,1052,78
2,1080,28
1,1011,37
2,1085,46
1,1013,18
1,1012,63
2,1085,16
2,1088,74
2,1066,75
1,1036,48
1,1022,65
1,1017,62
2,1088,31
2,1100,8
1,1008,23
1,1042,75
1,1034,33
1,1039,53
2,1064,4
2,1053,71
1,1026,47
2,1088,57
2,1096,55
2,1059,39
2,1062,4
1,1013,68
1,1019,69
2,1071,5
2,1090,81
1,1037,58
1,1034,59
1,1013,26
1,1018,26
2,1088,54
1,1015,14
2,1083,47
2,1071,38
1,1048,43
2,1079,30
2,1058,25
2,1087,89
2,1085,81
2,1055,8
1,1021,69
2,1059,32
1,1001,83
1,1018,60
1,1050,15
2,1092,3
1,1004,30
2,1077,57
1,1017,56
1,1018,63
2,1093,77
1,1013,45
2,1056,97
1,1014,55
1,1038,18
2,1091,46
2,1094,12
2,1066,83
1,1009,68
2,1090,81
1,1023,45
2,1078,45
1,1045,15
1,1009,81
2,1099,52
1,1008,94
1,1033,92
1,1042,56
1,1019,29
1,1001,31
1,1016,75
2,1095,39
1,1040,24
2,1062,10
1,1007,10
1,1039,73
1,1012,79
1,1039,75
2,1069,74
1,1015,16
2,1096,85
1,1020,9
1,1004,89
2,1076,41
1,1007,31
2,1064,80
1,1030,6
2,1051,0
1,1033,50
2,1055,42
2,1083,20
1,1007,18
1,1024,82
1,1006,91
1,1022,15
2,1054,32
2,1084,39
2,1100,88
2,1081,81
1,1025,62
2,1083,88
1,1028,27
1,1013,7
2,1059,62
1,1013,17
1,1002,40
1,1038,96
1,1020,88
2,1061,55
1,1009,2
2,1059,94
2,1087,65
2,1095,12
1,1021,74
2,1074,83
1,1049,33
1,1018,18
1,1032,67
1,1035,43
1,1049,61
2,1067,76
2,1073,1
1,1004,77
2,1095,3
2,1092,53
1,1021,73
1,1030,67
2,1051,68
2,1085,31
1,1033,87
2,1065,25
2,1081,9
2,1052,51
2,1093,93
1,1023,12
2,1090,14
2,1062,57
2,1078,32
2,1091,62
2,1094,28
2,1076,73
2,1076,55
1,1032,25
1,1002,42
2,1093,5
1,1039,61
1,1031,70
2,1076,55
2,1064,49
2,1079,71
1,1024,53
1,1018,72
2,1052,30
1,1021,5
1,1028,15
2,1082,93
2,1056,22
2,1069,36
2,1061,50
2,1064,87
1,1044,2
1,1045,100
2,1068,61
2,1084,10
2,1069,4
1,1017,33
1,1014,96
2,1052,95
2,1086,13
2,1091,22
1,1018,14
2,1074,15
2,1082,33
2,1061,89
2,1099,29
1,1048,33
1,1027,17
2,1058,60
2,1091,89
2,1055,87
2,1076,25
2,1079,52
1,1019,34
2,1061,72
1,1036,54
1,1043,88
2,1065,14
2,1084,23
1,1034,95
1,1040,61
2,1086,48
2,1099,22
2,1096,15
1,1032,90
2,1065,29
1,1045,19
1,1040,64
2,1081,99
2,1054,25
2,1066,37
1,1023,34
2,1094,66
1,1042,79
1,1003,7
2,1096,46
1,1002,5
1,1003,22
1,1037,19
2,1057,59
1,1022,37
2,1095,6
2,1088,39
1,1005,60
2,1083,57
1,1029,69
1,1018,20
2,1060,59
1,1017,54
2,1089,65
2,1084,85
1,1045,75
2,1100,89
2,1060,96
1,1012,44
1,1014,1
1,1011,72
1,1029,93
2,1070,30
1,1002,100
1,1049,78
2,1077,82
2,1091,65
2,1058,20
2,1080,36
1,1013,89
1,1027,69
1,1023,74
2,1081,8
1,1040,13
1,1009,21
1,1016,44
1,1002,22
1,1006,89
2,1099,81
2,1098,7
2,1075,17
1,1041,40
1,1028,98
2,1069,33
1,1012,22
1,1023,44
2,1066,17
2,1073,3
2,1052,49
2,1075,16
1,1004,67
1,1039,30
2,1067,65
2,1073,5
2,1080,89
1,1015,87
2,1078,12
1,1007,34
2,1093,53
1,1003,42
2,1083,41
2,1068,34
2,1078,99
2,1086,41
2,1062,31
2,1092,74
2,1070,18
1,1039,87
2,1098,25
2,1087,97
1,1034,53
2,1059,9
1,1035,7
1,1019,26
1,1041,42
1,1023,51
2,1073,34
2,1064,99
2,1063,10
1,1042,14
2,1086,12
1,1013,78
1,1033,35
2,1083,65
2,1098,59
1,1027,33
1,1011,7
2,1087,13
1,1018,95
2,1078,7
1,1024,28
2,1052,47
2,1070,65
2,1068,79
1,1023,83
1,1026,34
1,1047,98
1,1026,11
1,1049,7
1,1025,82
2,1087,80
2,1053,91
2,1088,4
1,1047,52
2,1094,45
1,1030,24
2,1056,93
1,1023,13
2,1061,27
1,1022,32
1,1012,99
1,1014,4
1,1034,47
2,1098,55
2,1097,44
1,1037,56
1,1026,55
2,1086,27
1,1036,33
1,1010,21
1,1026,11
1,1027,91
1,1034,55
2,1063,75
1,1035,33
1,1014,30
1,1006,26
2,1068,26
2,1077,92
1,1015,48
1,1027,34
2,1095,88
1,1050,17
1,1023,16
2,1072,31
2,1074,6
2,1095,32
1,1029,0
1,1027,82
2,1065,53
1,1018,28
1,1025,41
2,1051,79
1,1031,18
2,1077,70
2,1067,9
2,1075,49
2,1056,33
1,1042,24
1,1022,73
2,1066,62
2,1082,47
1,1013,42
1,1010,9
1,1004,29
1,1040,76
1,1009,98
1,1008,39
2,1065,100
1,1018,21
2,1065,9
2,1064,60
2,1069,45
1,1001,68
1,1007,64
1,1047,81
2,1053,9
1,1007,66
1,1002,42
2,1068,86
2,1098,16
1,1007,21
2,1061,95
1,1006,57
1,1001,96
2,1078,52
1,1043,77
1,1006,29
1,1039,39
2,1095,2
1,1041,34
1,1003,21
1,1035,5
2,1081,97
2,1085,90
1,1048,86
1,1004,88
1,1031,90
1,1034,84
1,1049,87
1,1017,38
2,1073,36
1,1015,100
1,1012,89
2,1066,59
2,1063,74
1,1039,44
2,1057,32
2,1068,99
1,1026,14
2,1055,22
1,1027,83
2,1090,27
1,1034,98
1,1048,62
1,1021,9
1,1011,42
1,1023,3
1,1012,47
1,1039,11
2,1072,25
2,1080,75
2,1051,11
1,1032,28
1,1039,81
1,1004,56
2,1073,56
2,1078,47
1,1029,26
1,1037,73
2,1057,20
2,1074,96
2,1062,64
1,1027,37
2,1073,78
1,1004,69
1,1019,21
1,1021,50
1,1048,79
2,1072,44
1,1038,94
1,1016,35
2,1089,22
1,1031,7
2,1087,63
1,1039,4
1,1008,87
1,1010,68
1,1030,80
1,1029,65
2,1056,54
2,1069,12
2,1082,8
1,1018,12
2,1053,59
2,1077,74
2,1068,88
1,1009,27
1,1003,37
1,1004,52
1,1035,88
2,1069,55
2,1095,90
1,1028,49
1,1005,81
1,1030,14
1,1044,86
2,1076,100
1,1019,39
2,1076,76
2,1087,98
2,1080,84
2,1076,5
1,1025,93
2,1075,69
1,1046,96
1,1034,51
2,1055,26
1,1031,59
2,1089,63
1,1009,88
2,1072,99
2,1067,43
1,1005,81
2,1066,55
2,1081,6
1,1046,16
2,1051,33
2,1094,3
1,1016,8
2,1068,97
2,1068,14
2,1092,32
2,1054,85
2,1099,67
1,1045,76
2,1095,15
1,1009,41
2,1087,57
2,1073,79
2,1098,98
2,1074,37
2,1089,92
2,1077,11
1,1050,49
2,1095,62
1,1039,70
2,1077,68
2,1059,25
2,1076,16
1,1024,0
1,1005,63
1,1046,24
2,1074,1
