Class,Student ID,Score
1,1048,52
1,1004,53
1,1008,35
1,1048,37
1,1029,74
2,1099,2
2,1055,64
1,1030,5
2,1086,32
2,1092,35
1,1026,19
1,1027,67
2,1099,69
2,1053,14
2,1088,33
1,1029,1
2,1088,40
2,1088,1
1,1001,1
2,1074,81
1,1048,8
2,1091,76
1,1038,58
1,1032,79
1,1018,79
2,1074,12
1,1001,14
1,1016,6
2,1051,100
2,1066,92
2,1074,94
2,1056,78
2,1062,98
2,1052,14
2,1056,51
2,1075,88
2,1077,71
1,1040,34
2,1054,16
2,1058,68
1,1013,62
2,1069,42
2,1069,61
1,1020,0
2,1084,30
2,1072,83
1,1016,11
2,1094,70
1,1026,23
2,1099,35
2,1066,32
2,1079,19
2,1055,66
2,1093,45
2,1068,76
1,1043,78
1,1013,40
2,1053,66
1,1044,28
1,1035,68
1,1046,63
2,1083,63
2,1077,91
2,1053,68
1,1028,72
2,1080,27
1,1048,94
2,1054,59
1,1033,65
1,1027,11
2,1095,27
1,1012,62
2,1093,4
1,1012,25
1,1014,82
1,1024,73
2,1087,11
2,1070,84
2,1063,16
2,1070,45
1,1046,36
2,1098,66
2,1081,84
2,1091,93
1,1024,21
1,1042,53
1,1031,1
1,1047,95
1,1028,100
1,1009,43
1,1048,44
2,1069,81
1,1047,35
1,1011,72
2,1100,94
2,1063,59
2,1058,5
1,1035,36
2,1093,64
2,1080,33
2,1073,55
1,1002,76
2,1088,5
1,1007,77
2,1085,73
1,1012,49
2,1053,58
1,1047,94
2,1087,4
2,1085,68
1,1010,41
2,1100,87
2,1096,39
1,1045,67
2,1064,76
1,1001,33
1,1011,71
2,1084,78
2,1057,7
1,1032,57
1,1023,62
1,1024,69
2,1096,19
2,1091,7
2,1071,97
2,1070,6
2,1070,56
2,1091,54
1,1002,51
2,1091,43
2,1079,30
1,1023,74
1,1038,25
2,1082,61
1,1047,99
2,1068,49
1,1034,19
1,1020,49
2,1056,22
2,1095,48
1,1018,80
1,1020,75
2,1068,42
2,1099,22
1,1028,53
1,1038,23
1,1042,64
1,1004,31
1,1034,3
2,1066,69
1,1016,36
1,1025,24
1,1047,99
2,1083,25
2,1091,50
1,1001,72
2,1067,81
2,1070,77
2,1098,41
2,1064,61
2,1063,72
2,1083,34
1,1029,25
1,1049,66
2,1056,91
2,1071,37
2,1053,11
2,1058,36
1,1011,85
1,1025,52
2,1081,58
2,1074,76
2,1097,80
2,1070,6
1,1008,47
1,1020,63
1,1015,98
2,1062,69
2,1090,52
2,1060,94
2,1069,77
2,1069,79
1,1010,93
1,1002,21
2,1089,77
1,1010,81
1,1049,53
1,1005,48
1,1002,22
2,1057,29
2,1052,100
2,1080,12
2,1089,44
1,1029,65
2,1056,72
1,1029,86
2,1094,33
1,1040,96
2,1090,40
2,1095,70
1,1006,79
2,1091,89
2,1062,52
2,1059,85
2,1056,12
1,1033,45
1,1001,72
2,1055,64
1,1020,12
2,1098,0
2,1079,81
2,1077,0
1,1037,61
2,1056,57
1,1008,87
2,1058,25
1,1008,98
1,1043,31
1,1044,67
2,1051,16
2,1063,31
1,1041,45
2,1097,67
2,1094,11
2,1054,53
2,1055,11
1,1001,66
2,1071,10
2,1097,24
1,1042,88
2,1076,4
2,1094,67
1,1036,70
2,1068,24
1,1022,32
2,1058,67
2,1079,53
1,1018,45
2,1060,90
1,1030,6
1,1036,78
2,1091,79
1,1002,31
2,1083,56
2,1089,92
1,1002,98
2,1072,99
1,1020,94
2,1099,5
1,1047,57
1,1017,88
1,1009,46
2,1094,72
2,1094,90
1,1038,70
1,1030,26
1,1048,86
1,1010,48
1,1004,62
1,1036,75
1,1007,26
2,1098,83
1,1026,13
1,1005,5
2,1058,25
2,1091,70
1,1033,87
1,1003,37
2,1078,93
1,1004,24
1,1040,78
2,1083,17
2,1060,2
2,1061,35
2,1074,92
2,1089,66
2,1093,92
2,1098,3
1,1015,72
2,1070,9
1,1011,97
2,1065,14
1,1036,45
1,1027,75
2,1097,85
2,1081,93
2,1060,9
2,1059,14
1,1006,66
2,1061,83
1,1032,8
2,1056,39
1,1038,50
1,1009,15
1,1010,41
1,1029,68
1,1030,98
2,1098,86
2,1089,8
2,1070,96
2,1060,25
2,1051,23
2,1056,34
1,1042,67
1,1035,60
1,1027,74
1,1022,0
2,1053,61
2,1087,80
2,1085,32
1,1026,8
2,1085,0
1,1046,63
1,1031,3
1,1006,98
2,1068,32
2,1071,32
2,1069,51
2,1092,74
2,1064,9
1,1043,42
2,1087,44
1,1026,33
1,1021,68
1,1001,29
2,1058,31
2,1058,49
2,1091,37
2,1056,74
2,1078,43
1,1031,54
1,1004,70
1,1002,17
1,1020,7
1,1043,58
1,1017,70
2,1084,65
1,1049,51
1,1016,19
1,1011,99
1,1029,100
2,1054,73
2,1084,63
2,1059,74
2,1092,94
2,1076,8
2,1083,62
1,1026,63
2,1078,32
2,1053,49
1,1049,26
1,1022,41
2,1057,66
1,1050,26
2,1077,57
2,1086,77
1,1050,57
1,1010,67
2,1094,87
1,1017,93
2,1093,68
1,1018,16
1,1013,53
2,1090,7
1,1036,82
1,1038,33
2,1081,98
1,1035,58
1,1006,75
2,1099,74
2,1074,78
1,1013,93
2,1085,30
1,1029,100
2,1057,95
1,1026,7
1,1010,60
1,1030,96
1,1018,66
2,1053,95
1,1033,89
1,1007,77
1,1007,38
1,1006,91
2,1074,98
2,1060,50
2,1056,51
1,1002,73
1,1005,15
2,1089,13
1,1018,34
1,1011,72
2,1056,65
2,1066,31
1,1002,28
1,1011,47
1,1012,14
